9.9974  10.5556  9.9014  11.4800  12.8460  11.1330  10.1126  10.3060  10.4980  10.3060  
10.3060 10.8642  10.7860  10.7860  10.8450  10.8450  11.1330  10.3060  9.7670  9.6888   
9.3432  11.0754  10.3060  9.6120  9.3432  9.2280  10.1894  10.4596  10.4596  9.7272     
9.6696  9.6504  10.1318  10.5556  9.9014  9.9782  10.4596  11.8832  10.5364  10.4212   
10.2278 10.2278  10.9026  9.3240  9.2472  9.2856  9.4392  9.3816  8.9962  8.9962        
9.0730  9.2664  9.7670  10.3060  9.0922  8.9962  8.9962  9.9590   9.5160  9.5736      
9.2280  9.5736  9.2856  9.0922  10.1702  9.0730  8.9962  8.8810  9.2280  8.9578       
9.2280  9.5160  10.0358  10.4212  10.4212  9.9206  10.8450  10.5748  10.0358  9.7670   
9.6120  10.0358   8.9578   9.5544  9.5736  9.6120  9.9590  9.2280  9.6120  9.3432      
10.5748 11.0754  10.2278  10.6900  13.9240  10.3060  10.6516  10.3060  11.9230  12.4620
11.0370 10.9986  11.0370  10.1510  11.1906  10.7284 10.9218  10.6900  10.5748 10.9986  
10.9410 10.4596  10.9602  10.1510  10.0742  10.1126  9.7670  10.4212  10.1894  10.4212  
9.8054  10.0550  10.4212  9.6888  10.3636  9.6120  10.0358  9.8438  9.4200  10.3060    
10.1894 10.4212  10.4596  10.2278  11.2290  10.4596  10.9410  10.8450  10.6900  10.5556
10.4020 11.1522  11.1906  10.8642  11.8064 11.1522  11.2290  12.6156  13.3850  12.7692 
12.1918 11.4416  11.6144  10.9794  10.5364  10.7284  10.0742  10.4020  10.3060  10.3828
10.0166 9.9590  10.5748  12.6924  8.9002  8.9002  10.6516  10.6132  10.6516  10.7668    
10.4788 10.9026  10.8244  10.6132  10.4212  10.8834  11.1714  12.1534  11.1714  10.8450
10.3060 11.4224  10.5940  12.2302  12.3454  11.7680  11.3840  12.3646  11.7680  10.8052
10.3444 10.3444  10.3636  10.5172  10.5172  10.3060  10.3828  11.9230  11.9422  10.5364
11.2290 11.3840  11.3840  10.4980  10.1510  11.7680  10.2086  11.2482  10.5172  10.9602
11.4416 10.8642  10.7284  10.5556  12.1726  11.0562  11.0178  10.0934  10.6132  10.9602
10.8052 10.8052  10.8052  10.9218  10.2086  9.8630  9.9782  9.9974  8.8042  10.3252    
9.4584  9.9590  9.9782  10.0166  10.0550  10.0934 11.2290  11.2290  10.7668 10.1510   
10.5748 10.8450  11.6528  11.4800  12.1726  12.2494  11.1138  12.3262  9.7670  10.0550 
9.8630  10.9986  10.2278  9.0730  10.0166  11.1714  10.8450  10.6900  11.2098  10.8450 
10.3060 10.7092  10.3060  10.2086  10.7860  10.4020  8.6890  10.0934  10.0934  10.3060 
10.7284 11.7680  10.8450  9.7670  9.7670  9.7670  9.9974  10.5364  10.6516  10.7284    
10.2470 9.8630  9.7862   9.9974  10.6900  10.0358  10.3444  11.5184  11.2290  10.3060   
11.3250 10.4980  10.9218  10.8450  9.5352  10.3060  10.6516  9.3816  9.6120  9.7670    
9.7670  9.0730  10.3060  10.9986  11.7680  12.5580  11.3442  10.6900  9.9206  9.3240    
10.1510 10.5748  10.6900  11.9230  10.6900  10.7476  10.1510  10.6900  10.4980  10.5940
10.1510 11.7680  10.6516  10.4020  10.4212  11.0370  11.0370  11.2290  11.1714 11.2674 
12.7884 12.0574  11.5760  12.3646  10.7476  10.8450  10.8450  11.1138  11.1138  10.8450
10.6132 10.5940  10.8450  10.9794  9.9974  11.2674  10.0358  10.4212  12.2110  11.0754 
10.5748 10.2278  12.3070  10.3636  11.8448  10.4980  10.4980  10.4980  10.0934  11.2290
10.1318 10.3444  10.2854  10.7284  10.8244  10.9986  10.7092  11.1906  11.1714 11.1138 
11.7104 11.7104  11.5760  11.1714  11.1906  10.8052  11.3442  11.4992  11.4416 11.4224 
10.9602 10.6324  10.5172  10.6516  11.8064  13.8472  12.2686  12.0766  12.0766  11.0754
12.0190 12.4620  12.6348  12.0190  11.7296  11.7296  11.4416  11.9806  12.7500 12.7500  
12.1918 12.2302  12.1534  11.9230  11.8064  13.5400  11.9998  11.8832  12.6540  12.3838
11.9806 12.5196  12.7884  12.0766  12.4222  11.9998  11.9614  10.4404  11.3250  12.2110
11.3058 11.5376  11.3840  10.8642  11.1138  11.7296  11.3840  10.8450  10.0742 10.8450  
10.0934 10.0358  11.4224  10.9026  12.0766  11.8448  11.4224  11.5184  11.1330 11.5184  
11.2098 11.7488  11.7872  11.9230  12.2686  11.0370  11.1138  11.0946  11.0946 12.6156  
11.3250 11.6528  10.7668  11.1138  10.6900  11.1906  11.9230  10.9794  11.2290 11.6912  
11.7872 11.6912  11.7872  10.9026  10.5556  10.9602  10.1510  11.0370  11.7872 12.1726 
12.2878 12.1534  11.5376  11.6144  11.1330  11.3250  11.7680  11.8256  11.4416  11.4800 
11.4224 11.8832  11.3250  10.7668  10.2278  10.3060  9.2280  8.9578  9.7272  9.8822     
10.4212 12.1918  10.8450  10.9794  11.2290  11.2290  10.4212  10.4212  10.4980  10.4980 
10.0358 10.3828  10.5748  11.4992  10.5364  9.9974  9.8822  9.9014  10.5364  9.7670    
10.5364 10.6900  10.6900  11.2098  10.3636  9.2280  8.9194  10.6900  10.6900 10.8450    
10.8450 11.0946  11.9230  11.2290  10.6900  10.9986  11.2290  10.6900  10.5748  9.7670  
10.3060 10.6900  11.3840  11.3058  10.9602  10.9218  11.2290  10.4404  10.9986 10.4212  
11.0754 10.6132  10.7860  10.6708  10.8052  11.1522  11.2290  11.5184  10.9794 10.5748  
10.3444 10.8244  11.0562  10.6900  11.1522  11.8064  11.2482  11.9614  12.1342 11.7872  
10.9218 11.6336  11.6336  11.6144  12.3262  11.3840  9.8630  10.8450  10.4020  10.3060  
